locality;property_type;property_subtype;price;sale_type;bedroom_count;bathroom_count;net_Habital_surface;kitchen;furnished;open_fire;terrace;terrace_surface;garden;garden_surface;land_surface;land_plot_surface;facade_count;pool;building_state
Bazel;HOUSE;HOUSE;875000;FOR_SALE;3;1;221;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;;1;;4910;0;4;;
Houthalen-Helchteren;HOUSE;HOUSE;875000;FOR_SALE;9;;;;0;0;;;;;2200;444;4;0;
Mons;HOUSE;HOUSE;875000;FOR_SALE;5;3;600;;0;0;1;50;1;762;762;0;2;1;
Eynatten;HOUSE;EXCEPTIONAL_PROPERTY;875000;FOR_SALE;9;5;;;;0;;;;;3588;0;4;;AS_NEW
Rhode-St-Genèse;HOUSE;VILLA;875000;FOR_SALE;4;3;250;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;;1;;790;0;3;;AS_NEW
Antwerp;APARTMENT;APARTMENT;875000;FOR_SALE;3;2;144;;;0;1;19;;;;0;;0;
Mechelen;HOUSE;APARTMENT_BLOCK;875000;FOR_SALE;0;;408;{'surface': 6, 'type': 'SEMI_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;64;1;;173;0;2;;TO_RENOVATE
La Panne;HOUSE;EXCEPTIONAL_PROPERTY;875000;FOR_SALE;5;1;205;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;35;1;75;181;0;2;0;AS_NEW
Barchon;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
OHAIN;HOUSE;VILLA;870000;FOR_SALE;4;2;268;{'surface': 15, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;60;1;100;1844;0;4;;AS_NEW
Ixelles;HOUSE;HOUSE;870000;FOR_SALE;3;2;175;{'surface': 15, 'type': 'USA_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;20;;;180;0;4;0;AS_NEW
Kuurne;HOUSE;HOUSE;870000;FOR_SALE;2;1;489;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;1;;528;0;2;0;
Sint-Pieters-Leeuw;HOUSE;VILLA;870000;FOR_SALE;4;1;350;;0;0;1;;;;0;0;4;0;
Antwerp;HOUSE;MIXED_USE_BUILDING;870000;FOR_SALE;7;3;420;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;27;;;155;0;2;;AS_NEW
Borgerhout;HOUSE;MIXED_USE_BUILDING;870000;FOR_SALE;7;3;420;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;27;;;155;0;2;;AS_NEW
De Haan;APARTMENT;APARTMENT;870000;FOR_SALE;2;2;110;;;0;;;;;;0;;0;TO_BE_DONE_UP
Kortrijk;HOUSE;MIXED_USE_BUILDING;870000;FOR_SALE;4;1;555;{'surface': 15, 'type': 'USA_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;1834;555;4;0;GOOD
Laeken;HOUSE;APARTMENT_BLOCK;865000;FOR_SALE;8;8;310;{'surface': None, 'type': 'SEMI_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;92;0;2;;GOOD
Waterloo;HOUSE;VILLA;865000;FOR_SALE;4;2;243;{'surface': 16, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;93;1;650;920;0;4;0;AS_NEW
Waregem;APARTMENT;APARTMENT;865000;FOR_SALE;2;2;160;;0;0;1;80;;;;0;4;0;AS_NEW
Boom;APARTMENT;LOFT;865000;FOR_SALE;1;1;236;{'surface': 32, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;1;;;0;2;0;
Herselt;HOUSE;VILLA;865000;FOR_SALE;2;;;;0;0;;;;;0;0;4;0;
Brasschaat;HOUSE;VILLA;865000;FOR_SALE;5;2;236;{'surface': 19, 'type': 'USA_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;440;141;4;0;GOOD
Laeken;HOUSE;APARTMENT_BLOCK;865000;FOR_SALE;8;8;360;{'surface': None, 'type': 'SEMI_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;10;;;102;0;2;0;GOOD
Lede;HOUSE;HOUSE;865000;FOR_SALE;6;2;536;{'surface': 39, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;84;1;2640;3000;0;4;1;TO_BE_DONE_UP
Sint-Pieters-Leeuw;HOUSE;VILLA;865000;FOR_SALE;5;2;;{'surface': 8, 'type': 'USA_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;18;1;1020;1075;0;4;0;
Kortrijk;HOUSE;HOUSE;863600;FOR_SALE;4;;320;;;0;;;;;1915;0;4;;
Sint-Niklaas;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
Sint-Niklaas;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
Knokke-Heist;HOUSE;HOUSE;860000;FOR_SALE;3;;166;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;125;0;;0;GOOD
Leuven;HOUSE;APARTMENT_BLOCK;860000;FOR_SALE;5;5;159;;1;0;1;;;;140;0;2;;AS_NEW
Knokke-Heist;APARTMENT;APARTMENT;860000;FOR_SALE;3;2;95;{'surface': None, 'type': 'SEMI_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;;0;;0;TO_BE_DONE_UP
KNOKKE;HOUSE;HOUSE;860000;FOR_SALE;3;2;137;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;125;0;2;;GOOD
Knokke-Heist;HOUSE;HOUSE;860000;FOR_SALE;3;2;200;;1;0;1;;1;;125;0;;0;AS_NEW
Knokke;HOUSE;HOUSE;860000;FOR_SALE;3;2;166;{'surface': 2, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;2;;;125;0;;0;GOOD
Knokke-Heist;HOUSE;HOUSE;860000;FOR_SALE;3;2;166;;0;0;;;1;;0;0;;0;AS_NEW
Harelbeke;APARTMENT;LOFT;860000;FOR_SALE;4;3;450;;;0;1;;;;;0;;0;
Gent;HOUSE;HOUSE;860000;FOR_SALE;3;;255;;0;0;;;;;214;0;2;0;GOOD
Keerbergen;HOUSE;VILLA;860000;FOR_SALE;4;2;;;;1;;;1;;3613;0;;0;
Attert;HOUSE;FARMHOUSE;860000;FOR_SALE;5;;600;{'surface': 30, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;200;1;200;6800;4000;4;0;GOOD
Mons;HOUSE;MIXED_USE_BUILDING;860000;FOR_SALE;8;;;;;0;;;;;1000;0;2;;
Namur;HOUSE;MIXED_USE_BUILDING;860000;FOR_SALE;0;;;;0;0;;;;;0;0;;;
Mettet;HOUSE;MIXED_USE_BUILDING;860000;FOR_SALE;0;;;;0;0;;;;;0;0;;;
Mettet;HOUSE;APARTMENT_BLOCK;860000;FOR_SALE;0;;;;0;0;;;;;0;0;;;
Waregem;HOUSE;HOUSE;855850;FOR_SALE;4;;320;;;0;;;;;1450;0;4;;
Turnhout;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;0;0;;;;;;0;;;
Hasselt;APARTMENT;APARTMENT;854469;FOR_SALE;2;2;150;;;0;1;41;;;;0;3;;
Hasselt;APARTMENT;PENTHOUSE;852500;FOR_SALE;2;2;146;;;0;1;68;;;;0;;;
Waterloo;HOUSE;HOUSE;850000;FOR_SALE;4;3;261;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;890;890;0;4;0;AS_NEW
Uccle;APARTMENT;APARTMENT;850000;FOR_SALE;4;2;263;{'surface': 12, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;5;;;;0;3;;AS_NEW
Waterloo;HOUSE_GROUP;HOUSE_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
Uccle;APARTMENT;APARTMENT;850000;FOR_SALE;3;2;186;{'surface': 16, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;;0;2;0;AS_NEW
Evere;HOUSE;HOUSE;850000;FOR_SALE;5;2;305;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;500;0;2;;GOOD
Ixelles;APARTMENT;APARTMENT;850000;FOR_SALE;3;1;178;{'surface': 30, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;1;;;;0;2;;
Uccle;HOUSE;HOUSE;850000;FOR_SALE;4;1;292;{'surface': 1, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;;;;;0;0;2;0;TO_BE_DONE_UP
Marche-en-Famenne;HOUSE;HOUSE;850000;FOR_SALE;20;;1200;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;;2800;0;;0;AS_NEW
Bruxelles;APARTMENT;APARTMENT;850000;FOR_SALE;3;1;240;{'surface': 15, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;36;;;;0;2;1;AS_NEW
Bruxelles;HOUSE;EXCEPTIONAL_PROPERTY;850000;FOR_SALE;5;2;283;{'surface': 15, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;10;;;76;0;2;0;AS_NEW
Ganshoren;HOUSE;HOUSE;850000;FOR_SALE;2;1;360;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};1;1;1;;1;;425;0;;1;GOOD
Saint-Josse-ten-Noode;HOUSE;EXCEPTIONAL_PROPERTY;850000;FOR_SALE;5;2;283;{'surface': 15, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;10;;;76;0;2;0;AS_NEW
Waterloo;HOUSE;HOUSE;850000;FOR_SALE;5;3;330;{'surface': 18, 'type': 'USA_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;51;1;1000;1000;390;4;0;GOOD
Affligem;HOUSE;EXCEPTIONAL_PROPERTY;850000;FOR_SALE;3;2;430;{'surface': 25, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;200;1;2300;2550;580;3;;AS_NEW
Etterbeek;APARTMENT;PENTHOUSE;850000;FOR_SALE;3;2;187;{'surface': 21, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;25;;;;0;2;0;JUST_RENOVATED
Uccle;APARTMENT;APARTMENT;850000;FOR_SALE;4;2;263;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;;0;;;AS_NEW
Liege;APARTMENT;PENTHOUSE;850000;FOR_SALE;3;2;368;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;180;;;;0;2;0;AS_NEW
Waterloo;HOUSE;VILLA;850000;FOR_SALE;4;3;240;{'surface': 14, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;20;;;890;0;4;0;AS_NEW
Schaerbeek;HOUSE;APARTMENT_BLOCK;850000;FOR_SALE;7;4;450;{'surface': None, 'type': 'NOT_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;20;1;30;160;0;2;0;TO_RENOVATE
Waterloo;HOUSE;VILLA;850000;FOR_SALE;4;1;210;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;15;;;823;0;4;;GOOD
Oud-Turnhout;HOUSE;HOUSE;850000;FOR_SALE;4;1;358;{'surface': 20, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;;1;;2000;0;4;;GOOD
Gent;APARTMENT;PENTHOUSE;850000;FOR_SALE;2;1;171;{'surface': None, 'type': 'NOT_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;40;;;;0;;0;AS_NEW
Hoeilaart;HOUSE;HOUSE;850000;FOR_SALE;4;2;310;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;60;1;400;515;0;3;0;AS_NEW
Halle;HOUSE;VILLA;850000;FOR_SALE;4;;435;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;;2750;0;;1;GOOD
Uccle;APARTMENT;APARTMENT;850000;FOR_SALE;4;2;263;{'surface': 14, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;5;;;;0;3;0;AS_NEW
Oud-Turnhout;HOUSE;MANOR_HOUSE;850000;FOR_SALE;3;1;284;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;1;;20000;0;4;;GOOD
Ixelles;APARTMENT;DUPLEX;850000;FOR_SALE;3;2;209;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;;;;0;2;;AS_NEW
Ixelles;APARTMENT;APARTMENT;850000;FOR_SALE;3;3;210;{'surface': 15, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;20;;;;245;3;0;AS_NEW
Knokke-Heist;APARTMENT;DUPLEX;850000;FOR_SALE;2;1;80;{'surface': 20, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;;0;2;0;AS_NEW
Knokke-Heist;APARTMENT;APARTMENT;850000;FOR_SALE;2;1;100;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;14;;;;0;3;0;AS_NEW
Everberg;HOUSE;VILLA;850000;FOR_SALE;5;2;434;{'surface': 21, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;;;1;1000;1409;0;4;;GOOD
BOSSUT-GOTTECHAIN;HOUSE;HOUSE;850000;FOR_SALE;6;1;235;{'surface': 17, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;1678;0;;1;AS_NEW
Overijse;HOUSE;VILLA;850000;FOR_SALE;4;2;320;{'surface': 23, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;20;1;3428;0;0;4;;JUST_RENOVATED
Ixelles;APARTMENT;DUPLEX;850000;FOR_SALE;4;2;202;{'surface': 20, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;24;;;;119;2;0;JUST_RENOVATED
Brussels City;APARTMENT;APARTMENT;850000;FOR_SALE;3;2;213;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;43;;;;0;;0;
Uccle;HOUSE;HOUSE;850000;FOR_SALE;3;2;195;{'surface': 15, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;15;1;40;110;0;2;0;AS_NEW
Knokke-Zoute;APARTMENT;APARTMENT;850000;FOR_SALE;2;1;;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;;;;0;;0;JUST_RENOVATED
Blankenberge;APARTMENT;APARTMENT;850000;FOR_SALE;3;2;141;;1;0;1;60;;;;0;2;0;AS_NEW
Gent;HOUSE;MIXED_USE_BUILDING;850000;FOR_SALE;8;8;342;;0;0;;;;;126;126;;0;GOOD
Martelange;HOUSE;VILLA;850000;FOR_SALE;4;2;339;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;;2056;0;4;;AS_NEW
Uccle;APARTMENT;GROUND_FLOOR;850000;FOR_SALE;3;3;185;;;0;1;;;;;0;;;AS_NEW
OPPREBAIS;HOUSE;VILLA;850000;FOR_SALE;6;2;300;{'surface': 16, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;40;1;15000;15000;0;4;;GOOD
Gent;APARTMENT;KOT;850000;FOR_SALE;8;8;342;;0;0;;;;;;126;;0;GOOD
Gent;APARTMENT;APARTMENT;850000;FOR_SALE;8;8;342;;0;0;;;;;;126;2;0;GOOD
Uccle;APARTMENT;APARTMENT;850000;FOR_SALE;4;2;263;{'surface': 12, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;;;;0;3;;
Liège;HOUSE;EXCEPTIONAL_PROPERTY;850000;FOR_SALE;4;1;334;;0;0;1;17;1;30;0;0;2;;
Liège;HOUSE;MANSION;850000;FOR_SALE;4;1;334;;0;0;1;17;1;30;0;0;2;;
Nieuwpoort;APARTMENT;PENTHOUSE;850000;FOR_SALE;3;2;;;0;1;1;105;1;;;0;;0;
het Zoute;APARTMENT;APARTMENT;850000;FOR_SALE;3;2;95;;0;0;;;;;;0;2;0;GOOD
Wevelgem;HOUSE;VILLA;850000;FOR_SALE;5;2;369;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;1828;0;4;0;GOOD
Ellezelles;HOUSE;HOUSE;850000;FOR_SALE;12;3;637;{'surface': 93, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;1;;13727;1455;4;0;AS_NEW
Ixelles;HOUSE;APARTMENT_BLOCK;850000;FOR_SALE;3;2;356;;;0;1;;;;200;0;2;;
Pecq;HOUSE;HOUSE;850000;FOR_SALE;7;6;677;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;150;;;2888;0;4;;
De Panne;HOUSE;VILLA;850000;FOR_SALE;5;2;;;;0;1;;1;;519;0;;0;
Kruisem;HOUSE;VILLA;850000;FOR_SALE;4;3;250;;;1;1;;1;;2239;0;;0;
Ath;HOUSE;VILLA;850000;FOR_SALE;3;2;;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;12500;0;4;0;
De Panne;HOUSE;VILLA;850000;FOR_SALE;6;2;;;;0;1;;1;;519;0;;0;
Nieuwpoort;APARTMENT;PENTHOUSE;850000;FOR_SALE;3;2;;;0;1;1;105;1;;;0;;0;
Leval-Chaudeville;HOUSE;EXCEPTIONAL_PROPERTY;850000;FOR_SALE;5;;;;;0;;;;;13700;;4;;TO_RENOVATE
Zwalm;HOUSE;HOUSE;850000;FOR_SALE;4;1;194;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;50;1;2000;2519;0;3;0;GOOD
Evere;HOUSE;HOUSE;850000;FOR_SALE;5;2;305;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;500;0;2;;GOOD
Wijnegem;APARTMENT;APARTMENT;850000;FOR_SALE;3;2;270;{'surface': None, 'type': 'NOT_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;58;;;;0;3;0;AS_NEW
Westende;HOUSE;VILLA;850000;FOR_SALE;3;2;220;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;17;1;380;565;0;4;0;AS_NEW
