locality;property_type;property_subtype;price;sale_type;bedroom_count;bathroom_count;net_Habital_surface;kitchen;furnished;open_fire;terrace;terrace_surface;garden;garden_surface;land_surface;land_plot_surface;facade_count;pool;building_state
Antwerpen Ekeren;HOUSE;HOUSE;635000;FOR_SALE;4;1;370;{'surface': 16, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;900;202;4;;TO_RENOVATE
Kruibeke;HOUSE;HOUSE;635000;FOR_SALE;4;2;418;{'surface': 10, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;11;1;185;453;0;2;0;GOOD
BRUXELLES;APARTMENT;APARTMENT;635000;FOR_SALE;2;1;130;{'surface': 7, 'type': 'USA_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;;0;;0;AS_NEW
Neupré Neuville-en-Condroz;HOUSE;EXCEPTIONAL_PROPERTY;635000;FOR_SALE;6;1;425;{'surface': 30, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;100;1;2500;2850;0;4;1;AS_NEW
Noorderwijk;HOUSE;VILLA;635000;FOR_SALE;4;1;357;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;1;1;;;;2515;0;4;;AS_NEW
Edegem;HOUSE;HOUSE;635000;FOR_SALE;4;2;190;{'surface': 11, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;1;245;425;84;3;;
Anderlecht;HOUSE;APARTMENT_BLOCK;635000;FOR_SALE;4;2;590;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;10;;;370;0;2;;
Aalst;HOUSE;APARTMENT_BLOCK;635000;FOR_SALE;5;5;;;;0;;;;;0;0;;0;AS_NEW
Sint-Martens-Lierde;HOUSE;VILLA;635000;FOR_SALE;4;;;;;0;;;;;0;0;;0;
St-Gilles;HOUSE;MANSION;635000;FOR_SALE;4;1;230;{'surface': None, 'type': 'SEMI_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;1;56;138;;2;;TO_RENOVATE
Sijsele;HOUSE;HOUSE;634500;FOR_SALE;4;;213;;0;0;1;;;;674;0;;0;AS_NEW
SIJSELE;HOUSE;VILLA;634500;FOR_SALE;4;1;213;{'surface': None, 'type': 'NOT_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;1;;674;0;4;;
SIJSELE;HOUSE;HOUSE;634500;FOR_SALE;4;1;213;{'surface': None, 'type': 'NOT_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;1;;674;0;4;;
Oostwinkel;HOUSE;HOUSE;633667;FOR_SALE;3;1;;;;0;;;;;897;0;;0;
Koningshooikt;APARTMENT;PENTHOUSE;633600;FOR_SALE;2;2;159;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;114;;;;0;;0;
Assenede;HOUSE;HOUSE;633177;FOR_SALE;3;1;215;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;;;765;0;;0;
Tremelo;HOUSE;VILLA;631600;FOR_SALE;3;2;322;{'surface': 17, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;684;0;4;0;AS_NEW
Orp-Jauche;HOUSE;HOUSE;631149;FOR_SALE;4;;;;0;0;;;;;5060;0;;0;
Lochristi;HOUSE;HOUSE;630920;FOR_SALE;3;1;198;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;1;;600;0;;0;
Brugge;APARTMENT;DUPLEX;630727;FOR_SALE;3;2;200;;;0;1;31;;;;0;;0;
Sint-Andries;APARTMENT;APARTMENT;630727;FOR_SALE;3;2;200;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;30;;;;0;4;0;AS_NEW
Sint-andries;APARTMENT;APARTMENT;630727;FOR_SALE;3;2;200;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;30;;;;0;4;0;AS_NEW
Tremelo;HOUSE;VILLA;630350;FOR_SALE;3;2;321;{'surface': 17, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;684;0;4;0;AS_NEW
Brussels City;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;;0;;;;;;0;;;
Antwerp;APARTMENT;APARTMENT;630000;FOR_SALE;3;2;132;;0;0;1;44;;;;0;;;AS_NEW
Uccle;APARTMENT;APARTMENT;630000;FOR_SALE;3;2;160;{'surface': 17, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;30;;;;0;2;0;AS_NEW
Ottignies-Louvain-la-Neuve;HOUSE_GROUP;HOUSE_GROUP;;FOR_SALE;;;;;0;0;;;;;;0;;;
Zaventem;APARTMENT;APARTMENT;630000;FOR_SALE;3;2;202;{'surface': 47, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;25;1;120;;0;3;0;AS_NEW
Zele;HOUSE;MANSION;630000;FOR_SALE;5;2;432;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;1;88;311;0;2;;GOOD
Ramillies Geest-Gérompont-Petit-Rosière;HOUSE;MIXED_USE_BUILDING;630000;FOR_SALE;7;1;600;{'surface': 18, 'type': 'SEMI_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;2700;0;4;0;TO_RENOVATE
Ramillies Geest-Gérompont-Petit-Rosière;HOUSE;EXCEPTIONAL_PROPERTY;630000;FOR_SALE;7;2;600;{'surface': 18, 'type': 'SEMI_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;2700;0;4;0;TO_RENOVATE
Spa;APARTMENT;APARTMENT;630000;FOR_SALE;3;2;151;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;28;;;;0;;;AS_NEW
Holsbeek;HOUSE;VILLA;630000;FOR_SALE;5;1;265;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;1505;111;4;0;
Antwerp;APARTMENT;APARTMENT;630000;FOR_SALE;2;1;101;;;0;1;12;;;;0;;;
Forest;HOUSE;MANSION;630000;FOR_SALE;5;1;260;{'surface': 21, 'type': 'USA_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;1;1;1;355;0;2;0;GOOD
Sleidinge;HOUSE;HOUSE;630000;FOR_SALE;3;1;;;0;0;;;1;9448;9448;210;;0;
Brussels City;APARTMENT;APARTMENT;630000;FOR_SALE;6;3;213;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;;0;4;0;AS_NEW
Bruxelles;HOUSE;MIXED_USE_BUILDING;630000;FOR_SALE;3;1;285;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;0;0;2;0;GOOD
Neuville-en-Condroz;HOUSE;HOUSE;630000;FOR_SALE;6;4;440;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;;;;;4900;0;4;;
Antwerp;HOUSE;MANSION;630000;FOR_SALE;4;2;205;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;1;40;110;0;2;0;AS_NEW
Lennik;HOUSE;HOUSE;630000;FOR_SALE;3;1;205;{'surface': 14, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;35;1;1200;1444;0;4;1;GOOD
Uccle;HOUSE;TOWN_HOUSE;630000;FOR_SALE;3;1;180;;0;0;1;;1;90;150;0;;;JUST_RENOVATED
Sprimont Gomze-Andoumont;HOUSE;VILLA;630000;FOR_SALE;4;1;221;{'surface': 17, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;60;;;1356;0;4;;AS_NEW
Mons Havré;HOUSE;MANSION;630000;FOR_SALE;6;3;410;{'surface': 17, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;1489;0;4;;AS_NEW
Stavelot;HOUSE;EXCEPTIONAL_PROPERTY;630000;FOR_SALE;7;6;390;{'surface': 48, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;;;1400;0;4;0;AS_NEW
Vilvoorde;HOUSE;MIXED_USE_BUILDING;630000;FOR_SALE;4;;175;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;1;;112;0;2;;AS_NEW
Kortrijk;HOUSE;MIXED_USE_BUILDING;630000;FOR_SALE;7;7;1250;{'surface': 25, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;220;1;2865;3765;900;4;0;TO_RENOVATE
Liège;APARTMENT;APARTMENT;630000;FOR_SALE;3;1;148;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;48;;;;0;2;;AS_NEW
Bastogne;HOUSE;HOUSE;630000;FOR_SALE;5;2;254;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;785;0;3;;GOOD
Wemmel;APARTMENT;DUPLEX;630000;FOR_SALE;3;2;170;{'surface': 12, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;;0;3;0;GOOD
Zwevegem;HOUSE;CASTLE;630000;FOR_SALE;6;1;254;;0;0;;;;;2502;0;4;0;TO_RESTORE
Koksijde;HOUSE;HOUSE;630000;FOR_SALE;3;;226;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;;774;0;;0;AS_NEW
Waterloo;HOUSE;HOUSE;630000;FOR_SALE;5;2;;;0;0;;;1;;561;0;;;GOOD
Tongeren;HOUSE;MANSION;630000;FOR_SALE;4;2;300;{'surface': 20, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;85;1;240;388;155;2;0;AS_NEW
Tongeren;HOUSE;MIXED_USE_BUILDING;630000;FOR_SALE;4;2;300;{'surface': 20, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;85;1;240;388;155;2;0;AS_NEW
Ottignies-Louvain-la-Neuve Ottignies;APARTMENT;PENTHOUSE;630000;FOR_SALE;204;2;204;;;0;;;;;;0;4;;AS_NEW
Ooigem;HOUSE;VILLA;630000;FOR_SALE;3;1;216;;0;0;;;;;801;0;4;0;GOOD
Antwerp;HOUSE;APARTMENT_BLOCK;630000;FOR_SALE;4;2;150;;;0;;;;;80;0;2;;
Koekelare;HOUSE;FARMHOUSE;630000;FOR_SALE;2;1;300;;0;1;;;;;9500;300;4;0;TO_RENOVATE
Molenbeek-Saint-Jean;HOUSE;MIXED_USE_BUILDING;630000;FOR_SALE;3;;550;;0;0;1;90;;;325;0;2;;
ZWARTBERG;HOUSE;HOUSE;629950;FOR_SALE;4;1;313;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;2833;0;3;;JUST_RENOVATED
Maldegem;HOUSE;HOUSE;629086;FOR_SALE;3;1;164;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;;;1293;0;;0;
Schilde;HOUSE;HOUSE;629000;FOR_SALE;3;1;210;;0;0;1;40;1;244;522;0;4;0;AS_NEW
Schilde;HOUSE;VILLA;629000;FOR_SALE;3;;208;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;593;711;0;;0;AS_NEW
Sijsele;HOUSE;MIXED_USE_BUILDING;629000;FOR_SALE;4;2;239;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;1591;0;3;;AS_NEW
Sijsele;HOUSE;MIXED_USE_BUILDING;629000;FOR_SALE;4;2;239;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;1591;0;3;;AS_NEW
Roeselare;HOUSE;HOUSE;629000;FOR_SALE;4;1;270;;;0;1;;1;;1293;0;;0;AS_NEW
Brugge;HOUSE;HOUSE;629000;FOR_SALE;7;;281;;0;0;1;;;;191;0;;0;GOOD
Wavre;HOUSE;HOUSE;629000;FOR_SALE;4;1;356;{'surface': 14, 'type': 'NOT_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;1;;700;0;4;;
Rotselaar;HOUSE;HOUSE;629000;FOR_SALE;5;2;260;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;1;;429;0;3;;AS_NEW
Wezemaal;HOUSE;HOUSE;629000;FOR_SALE;5;2;260;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;1;;429;0;3;;AS_NEW
Ganshoren;HOUSE;MANSION;629000;FOR_SALE;5;;272;;0;0;1;1;1;1;0;0;2;0;AS_NEW
Sint-Niklaas;HOUSE;HOUSE;629000;FOR_SALE;2;2;345;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;1;;114;0;2;0;GOOD
Jette;HOUSE;HOUSE;629000;FOR_SALE;4;2;215;{'surface': 9, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;30;1;150;423;0;3;;
Schilde;HOUSE;VILLA;629000;FOR_SALE;3;1;200;;0;0;1;;;;0;0;3;;AS_NEW
Forest;HOUSE;HOUSE;629000;FOR_SALE;4;3;204;{'surface': None, 'type': 'USA_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;1;50;117;230;2;;GOOD
Forest;HOUSE;APARTMENT_BLOCK;629000;FOR_SALE;4;3;204;{'surface': None, 'type': 'USA_INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;1;50;117;230;2;;GOOD
Lebbeke;HOUSE;HOUSE;629000;FOR_SALE;4;2;371;{'surface': 18, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;1270;0;3;;GOOD
Hasselt;APARTMENT;APARTMENT;629000;FOR_SALE;6;;450;;1;0;;;;;;0;2;;GOOD
Schilde;HOUSE;HOUSE;629000;FOR_SALE;5;2;280;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;18;1;700;954;0;3;;
Zutendaal;HOUSE;MANOR_HOUSE;629000;FOR_SALE;4;2;348;;;0;;;;;2750;462;;0;
Schilde;HOUSE_GROUP;HOUSE_GROUP;;FOR_SALE;;;;;0;0;;;;;;0;;;
Dendermonde;HOUSE;HOUSE;628668;FOR_SALE;3;1;198;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;;;;;1028;0;;0;
Temse;APARTMENT;PENTHOUSE;628000;FOR_SALE;2;1;137;{'surface': 31, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;14;;;;0;2;0;GOOD
Erondegem;HOUSE;HOUSE;627800;FOR_SALE;5;;;;;0;;;;;0;0;;;
Tournai;APARTMENT;APARTMENT;627300;FOR_SALE;3;;181;{'surface': None, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;50;;;;0;;;
Wingene;HOUSE;VILLA;627000;FOR_SALE;5;2;300;{'surface': 20, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;25;1;840;840;0;4;0;AS_NEW
Hasselt;APARTMENT;APARTMENT;627000;FOR_SALE;3;2;167;;;0;1;52;1;;;0;;0;
Zottegem;HOUSE;HOUSE;626949;FOR_SALE;3;2;;;;0;1;;;;2319;0;;0;
Welkenraedt;HOUSE;HOUSE;626723;FOR_SALE;4;2;198;{'surface': 16, 'type': 'USA_SEMI_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;37;;;920;0;4;;AS_NEW
Knokke-Heist;APARTMENT;SERVICE_FLAT;626000;FOR_SALE;1;1;77;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;7;;;;0;2;;AS_NEW
Hulshout;HOUSE;VILLA;626000;FOR_SALE;4;2;370;{'surface': 20, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;;;2000;145;4;;
Wijgmaal;APARTMENT_GROUP;APARTMENT_GROUP;;FOR_SALE;;;;;0;0;;;;;;0;;;
Berchem-Sainte-Agathe;HOUSE;TOWN_HOUSE;625000;FOR_SALE;4;2;236;{'surface': 11, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;8;1;120;303;0;3;0;GOOD
Ottignies;HOUSE;HOUSE;625000;FOR_SALE;4;2;200;{'surface': 20, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;1;1;20;1;1000;1133;0;3;;
Auderghem;APARTMENT;PENTHOUSE;625000;FOR_SALE;3;2;120;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};1;0;1;25;;;;0;2;;AS_NEW
Ixelles;APARTMENT;APARTMENT;625000;FOR_SALE;3;1;150;{'surface': 25, 'type': None, 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;;0;2;;GOOD
Heist-op-den-Berg;APARTMENT;APARTMENT;625000;FOR_SALE;5;2;242;{'surface': 24, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;22;;;;0;2;;
Ottignies;HOUSE;APARTMENT_BLOCK;625000;FOR_SALE;4;2;623;{'surface': 7, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;;;;;240;0;;;TO_BE_DONE_UP
Wemmel;HOUSE;HOUSE;625000;FOR_SALE;3;1;260;{'surface': 24, 'type': 'SEMI_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;70;265;0;2;;AS_NEW
ANTHEIT;HOUSE;HOUSE;625000;FOR_SALE;10;2;260;{'surface': 11, 'type': 'INSTALLED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;80;1;6450;7758;0;4;;GOOD
Wenduine;HOUSE;VILLA;625000;FOR_SALE;6;;268;{'surface': None, 'type': 'HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};0;0;1;;1;;394;0;;0;AS_NEW
Knokke-Heist;HOUSE;HOUSE;625000;FOR_SALE;3;2;154;{'surface': None, 'type': 'USA_HYPER_EQUIPPED', 'hasOven': None, 'hasMicroWaveOven': None, 'hasDishwasher': None, 'hasWashingMachine': None, 'hasFridge': None, 'hasFreezer': None, 'hasSteamOven': None};;0;1;;1;220;157;0;2;0;GOOD
